표준어	품사	세종태그	어깨번호	강원	경기	경남	경북	전남	전북	충남	충북	제주	평남	평북	함남	함북	황해	중국 길림성	중국 요령성	중국 흑룡강성	중앙아시아	뜻풀이
화	[명사][방언]	NNG	06_00_00	 	 	 	 	 	 	 	 	홰	 	 	 	 	 	 	 	 	 	몹시 못마땅하거나 언짢아서 나는 성.
화구	[명사][방언]	NNG	01_00_03	 	 	 	 	 	 	 	 	산굼부리	 	 	 	 	 	 	 	 	 	불을 때는 아궁이의 아가리.
화나다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	용심나다	 	 	밸나다	 	 	 	 	 	 	성이 나서 화기(火氣)가 생기다.
화내다	[동사][방언]	VV	00_00_00	 	 	 	도분내다	뒤쎄다, 해부림하다, 홰내다	뒤쎄다	 	 	 	 	 	 	 	 	 	 	 	 	몹시 노하여 화증(火症)을 내다.
화냥기	[명사][방언]	NNG	00_00_00	 	 	 	호양기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	남자를 밝히는 여자의 바람기.
화냥년	[명사][방언]	NNG	00_00_00	호양년	 	하장년, 호장년, 하루개, 호냥년	벌가리, 하루개, 하양년, 호양연, 회양년, 히양년	 	바람재이	 	 	 	 	회녕넌	하당년	 	 	 	 	 	 	'화냥'을 비속하게 이르는 말.
화냥질	[명사][방언]	NNG	00_00_00	 	 	 	호양질	간나구짓	간나구짓	 	 	 	해낭질	해낭질	 	화양질	홰눙질	 	 	 	 	자기 남편이 아닌 남자와 정을 통하는 짓.
화냥질하다	[동사][방언]	VV	00_00_00	화양질하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	자기 남편이 아닌 남자와 정을 통하는 짓.
화덕	[명사][방언]	NNG	00_00_00	내걸이	 	하닥	 	화닥	 	화득	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화독내	[명사][방언]	NNG	00_00_00	 	 	불타갯내, 하근내	불타갯내	 	 	 	 	 	 	 	 	 	 	 	 	 	 	음식 따위가 눌다가 타게 되어 나는 냄새.
화들짝	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	바락하게	 	 	 	 	 	 	 	 	 	별안간 호들갑스럽게 펄쩍 뛸 듯이 놀라는 모양.
화딱지	[명사][방언]	NNG	00_00_00	 	 	 	 	뿔딱지	 	 	 	 	 	 	 	 	 	 	 	 	 	'화06(火)'를 속되게 이르는 말.
화라지	[명사][방언]	NNG	00_00_00	화다지	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화랑이	[명사][방언]	NNG	00_00_00	 	 	하라래이, 하랭이, 화랭이	화라이, 화래이, 화랭이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	광대와 비슷한 놀이꾼의 패
화력	[명사][방언]	NNG	00_00_00	불광	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	불이 탈 때에 내는 열의 힘.
화로	[명사][방언]	NNG	00_00_00	화룻동, 화릿동	화리기, 활루	할티, 할튀, 하티	하라, 화래, 하티	 	 	 	 	 	화래	화래	활또이, 하룻도이, 하룻동이, 하릿동이, 할동이, 화룻동, 화릿동, 화릿동이, 활도에, 활동이, 할또이, 화리또이	하리똥, 활또이, 하릿도이, 할도이, 화뤼, 화릿도이, 화릿동, 활도에, 활동이, 활뤼, 홧동이, 할또이, 화리또이	화래	활도에	화래	 	 	숯불을 담아 놓는 그릇
화롯가	[명사][방언]	NNG	00_00_00	하릿가, 화릿가	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화로의 옆.
화롯불	[명사][방언]	NNG	00_00_00	 	할룻불, 활룻불	하닥불, 하롯불, 하릿불, 할티불, 화룻불, 화릿불	하래불, 하로불, 화리불	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화로에 담아 놓은 불.
화륜선	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	화룡선	 	 	 	 	 	 	 	 	 	예전에, '기선02(汽船)'을 이르던 말.
화물차	[명사][방언]	NNG	00_00_00	 	하물차	하물차	 	 	 	 	 	 	 	하물차	하물차	하물차	 	하물차	하물차	하물차	 	화물을 실어 나르는 자동차, 기차 따위를 통틀어 이르는 말
화병	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	화벵, 화빙	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화분	[명사][방언]	NNG	00_00_00	 	 	하분	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화살	[명사][방언]	NNG	00_00_00	 	 	 	하살	할살, 활가락	할살	 	 	 	 	 	화리살	하리살, 화리살	 	하리살, 할살, 화리살	 	 	 	미존재 뜻풀이
화살	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	 	 	활살	활살	 	 	 	 	 	활시위에 메워서 당겼다가 놓으면 그 반동으로 멀리 날아가도록 만든 물건
화살나무	[명사][방언]	NNG	00_00_00	횟잎낭그, 횟잎낭기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	노박덩굴과의 낙엽 활엽 관목
화수회	[명사][방언]	NNG	00_00_00	 	 	 	화수기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	같은 성을 가진 사람들이 친목을 위하여 이룬 모임이나 잔치
화약	[명사][방언]	NNG	00_00_00	 	 	하약	홰약	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화요일	[명사][방언]	NNG	00_00_00	 	 	 	 	하요일	화외일	 	하요일, 화여일	 	 	 	 	 	 	 	 	 	 	월요일을 기준으로 한 주의 둘째 날.
화장품	[명사][방언]	NNG	00_00_00	 	 	 	구라분	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화장하는 데 쓰는 크림, 분, 향수 따위를 통틀어 이르는 말
화장하다	[동사][방언]	VV	00_00_00	 	 	하장하다	 	하장하다	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화전	[명사][방언]	NNG	00_00_00	생밭	 	 	 	 	 	새조밭	새조밭	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화전	[명사][방언]	NNG	03_00_00	 	 	 	 	 	 	 	 	 	 	화숙부대기	묵은데	묵은데	 	 	 	 	 	주로 산간 지대에서 풀과 나무를 불살라 버리고 그 자리를 파 일구어 농사를 짓는 밭
화전놀이	[명사][방언]	NNG	00_00_00	하전놀이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	꽃잎을 따서 전을 부쳐 먹으며 춤추고 노는 부녀자의 봄놀이
화톳불	[명사][방언]	NNG	00_00_00	덕불, 황닥불, 황데기	 	 	 	 	 	화투불	 	 	 	 	 	 	 	 	 	 	 	한데다가 장작 따위를 모으고 질러 놓은 불.
화통	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	사방, 지동고사리, 지동고샥	 	 	 	 	 	 	 	 	 	사개를 맞추기 위하여 기둥머리에 십자꼴로 도려내어 도리나 보가 물리도록 하는 자리
화투	[명사][방언]	NNG	00_00_00	 	 	 	 	화또	 	 	 	 	 	 	 	 	 	 	 	 	 	48장으로 된 놀이 딱지
화투꾼	[명사][방언]	NNG	00_00_00	 	 	 	쪼이꾼	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화투 놀이를 즐겨 하는 사람을 낮잡아 이르는 말.
화투장	[명사][방언]	NNG	00_00_00	화토장	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화투의 낱장.
화투짝	[명사][방언]	NNG	00_00_00	화토짝	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화투의 낱장.
화투판	[명사][방언]	NNG	00_00_00	 	 	 	쪼이판	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화투를 치고 있는 자리.
화투하다	[동사][방언]	VV	00_00_00	손금보다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	화투로 놀이나 노름을 하다.
화풀이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	부아풀이	부아풀이	 	 	 	 	 	 	 	 	 	 	화를 풀려고 하는 일.
화필	[명사][방언]	NNG	00_00_00	 	 	도아붓	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	그림을 그리는 데 쓰는 붓.
화학 비료	[명사][방언]	NNG	00_00_00	 	 	 	 	화약비루	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
화해하다	[동사][방언]	VV	00_00_00	 	 	 	하후하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
확	[명사][방언]	NNG	00_00_00	 	 	 	 	호확	 	회끼	 	호겡이	 	 	 	바이호바기	 	 	 	 	 	미존재 뜻풀이
확	[명사][방언]	NNG	01_00_00	호박	 	돌구, 호박	호박	 	 	 	 	혹	 	 	호박	호박	 	 	 	 	 	방앗공이로 찧을 수 있게 돌절구 모양으로 우묵하게 판 돌
확답	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	학답	 	 	 	 	 	 	 	 	 	확실하게 대답함. 
확실하다	[형용사][방언]	VA	00_00_00	 	 	학실하다	학실하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	틀림없이 그러하다.
확실히	[부사][방언]	MAG	00_00_00	 	 	 	 	확적이	 	 	 	 	 	 	 	 	 	 	 	 	 	틀림없이 그러하다.
확언하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	입씹다	 	 	 	 	 	 	 	 	 	확실하게 말함. 또는 그런 말.
환갑	[명사][방언]	NNG	00_00_00	 	 	갭인	항갑	 	 	 	 	 	 	 	 	환겁	한갭	환겁	 	 	 	미존재 뜻풀이
환갑날	[명사][방언]	NNG	00_00_00	한갑날	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	환갑이 되는 해의 생일.
환갑노인	[명사][방언]	NNG	00_00_00	한갑노인	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	나이가 예순한 살에 이른 노인.
환갑잔치	[명사][방언]	NNG	00_00_00	한갑잔차, 한갑잔체	육순잔치, 한갑잔체	갭인잔치, 수혼잔치, 한각잔치, 한갑잔치, 핸갑잔치, 헤갑잔치	 	한갑잔체, 환갑잔체, 회갑잔체	한갑잔체	한갑잔체, 한갑잔치	한갑잔체	한갑잔체	 	 	 	 	 	 	 	 	 	환갑날에 베푸는 잔치.
환도상어	[명사][방언]	NNG	00_00_00	환두치	 	청지네	 	 	 	 	 	환두상의	 	 	 	 	 	 	 	 	 	환도상엇과의 바닷물고기
환삼덩굴	[명사][방언]	NNG	00_00_00	눈까잽이풀, 눈까집이풀	 	 	 	 	 	 	 	삼수세	 	 	 	 	 	 	 	 	 	뽕나뭇과의 한해살이 덩굴풀
환쟁이	[명사][방언]	NNG	00_00_00	 	 	 	환재이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	'화가03(?家)'를 낮잡아 이르는 말.
환칠	[명사][방언]	NNG	00_00_00	 	 	황칠, 한칠, 항칠	황칠	 	 	 	 	 	 	 	 	 	 	 	 	 	 	되는대로 얼룩덜룩하게 칠함. 
환히	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	 	 	찟찟이	 	 	 	 	 	 	 	빛이 비치어 맑고 밝다.
활개	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	활	 	 	 	 	 	 	 	 	 	사람의 어깨에서 팔까지 또는 궁둥이에서 다리까지의 양쪽 부분
활개똥	[명사][방언]	NNG	00_00_00	햇대똥	 	 	 	 	 	 	 	홰똥	 	혹띠	 	 	횃대똥, 횃대찌	 	 	 	 	몹시 힘차게 내깔기는 물똥.
활갯짓	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	활지거리, 활질	 	 	 	 	 	 	 	 	 	걸음을 걸을 때에 두 팔을 힘차게 내젓는 짓.
활갯짓하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	활치다, 양활치다	 	 	 	 	 	 	 	 	 	걸음을 걸을 때에 두 팔을 힘차게 내젓는 짓.
활동	[명사][방언]	NNG	00_00_00	 	 	 	할동	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
활벌이줄	[명사][방언]	NNG	00_00_00	 	 	 	 	에망줄	 	 	 	 	 	 	 	 	 	 	 	 	 	연(鳶) 머리에 활시위 모양과 같이 잡은 벌이줄.
활시위	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	고래말	 	 	 	 	 	 	 	 	 	활대에 걸어서 켕기는 줄
활짱	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	활딕	 	 	 	 	 	 	 	활의 몸체.
활활	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	우랑우랑, 왈락	 	 	 	 	 	 	 	 	 	날짐승 따위가 높이 떠서 느릿느릿 날개를 치며 시원스럽게 나는 모양
홧김	[명사][방언]	NNG	00_00_00	 	 	 	 	햇짐, 홧짐, 횟짐	 	 	 	홧짐, 횃짐	 	 	 	 	 	 	 	 	 	가슴속에서 타오르는 열의 운김.
황강달이	[명사][방언]	NNG	00_00_00	 	 	 	 	황실이, 황시리	 	황세기	 	 	 	 	 	 	 	 	 	 	 	민어과의 바닷물고기
황계	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	황게	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황구렁이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	황구링이	 	황구링이	 	 	 	 	 	 	 	 	 	 	색이 누런 구렁이.
황급히	[부사][방언]	MAG	00_00_00	 	 	 	 	엉급히	엉급히	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황기	[명사][방언]	NNG	00_00_00	황게	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황놀래기	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	어렝이, 맥쉬	 	 	 	 	 	 	 	 	 	놀래깃과의 바닷물고기
황달	[명사][방언]	NNG	00_00_00	노랑벵	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	담즙이 원활하게 흐르지 못하여 온몸과 눈 따위가 누렇게 되는 병
황매퉁이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	황애이리, 모살아에리, 모살에아리	 	 	 	 	 	 	 	 	 	매퉁잇과의 바닷물고기
황매화	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	줄창화	 	 	 	 	 	 	 	 	 	장미과의 낙엽 활엽 관목
황벽나무	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	황벡비낭, 황벡피낭	 	 	 	 	 	 	 	 	 	운향과의 낙엽 활엽 교목
황복	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	보가지	보가지	 	 	 	 	 	 	 	참복과의 바닷물고기
황새	[명사][방언]	NNG	00_00_00	 	 	항새, 호앙새	항새, 호앙새, 황쇠	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황새	[명사][방언]	NNG	01_00_00	 	 	 	백새	 	 	 	 	 	껀추	 	 	 	 	 	 	 	 	황샛과의 하나
황새괭이	[명사][방언]	NNG	00_00_00	 	 	 	 	한새공이, 한새괭이, 한샛가니, 한샛강이, 한샛괴이	황샛개이	 	 	 	 	 	 	 	 	 	 	 	 	곡괭이를 황새 주둥이처럼 생겼다 하여 이르는 말.
황새풀	[명사][방언]	NNG	00_00_00	황새피기	 	항새배기, 항시비시, 황새배기, 황새피이, 황시비기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	사초과의 여러해살이풀
황소	[명사][방언]	NNG	00_00_00	하쇠, 하당부리, 하등부리, 항쇠, 화쇠, 화둥부리, 화둥이, 화디이, 황쇠, 황둥이	 	황쉐, 황쏘	하니, 황쉐	부락때기, 부락데기, 부래기, 부랙때기	 	 	황배기	밧갈쉐, 황쉐	 	 	동굴쇠, 둥골소, 둥굴소, 둥굴쇄, 둥굴쇠, 황쇠	동굴쇠, 둥골소, 항쉐, 황쇠, 황쉐	 	둥골소, 항쉐, 황쉐	 	둥굴쇄, 황쉐, 황쏘	 	미존재 뜻풀이
황소	[명사][방언]	NNG	01_00_00	화소	 	 	 	뿌사리	 	 	 	 	마룻소	마룻소	둥구리, 둥굴쉐	둥구리, 둥굴쉐	차우소	 	 	 	 	큰 수소.
황소걸음	[명사][방언]	NNG	00_00_00	하쇠걸음, 화쇠걸음	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	황소처럼 느릿느릿 걷는 걸음.
황소고집	[명사][방언]	NNG	00_00_00	하쇠고집, 화쇠고집	 	 	뿔떡고집	 	 	 	 	 	 	 	 	 	 	 	 	 	 	몹시 센 고집. 
황소바람	[명사][방언]	NNG	00_00_00	황쇠바람	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	좁은 틈으로 세게 불어 드는 바람.
황아	[명사][방언]	NNG	00_00_00	 	 	 	 	황잇짐	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황아장수	[명사][방언]	NNG	00_00_00	 	 	항아장시	 	항에장시, 황에장사, 황우장사	 	 	 	 	화당새	화당새	 	 	 	 	 	 	 	집집을 찾아다니며 끈목, 담배쌈지, 바늘, 실 따위의 자질구레한 일용 잡화를 파는 사람
황장목	[명사][방언]	NNG	00_00_00	 	 	 	 	 	항장목	 	 	 	 	 	 	 	 	 	 	 	 	임금의 관을 만드는 데 쓰던, 질이 좋은 소나무.
황점볼락	[명사][방언]	NNG	00_00_00	 	 	꺽더구	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	양볼락과의 바닷물고기
황조롱이	[명사][방언]	NNG	00_00_00	바람불이새	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	맷과의 새
황칠나무	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	황칠낭	 	 	 	 	 	 	 	 	 	두릅나뭇과의 상록 활엽 교목
황태	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	노랑동태, 누렁태	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황토	[명사][방언]	NNG	00_00_00	황투	 	 	 	황톡, 황툭	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
황해도	[명사][방언]	NNG	00_00_00	 	 	 	화해도	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
홰	[명사][방언]	NNG	00_00_00	 	 	 	 	 	닥우해	 	 	훼	 	퉁거니	 	닭으덩때	 	 	 	 	 	미존재 뜻풀이
홰	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	달기홰	 	 	 	 	새장이나 닭장 속에 새나 닭이 올라앉게 가로질러 놓은 나무 막대
홰나무	[명사][방언]	NNG	00_00_00	 	해나무	해나무	해나무, 히나무	해나무	해나무	 	 	 	해나무	해나무	 	 	 	해나무	해나무	해나무, 히나무	 	콩과의 낙엽 활엽 교목
횃대	[명사][방언]	NNG	00_00_00	 	 	줄대불	줄댓부리, 휫대	 	할대, 핫대	홧대	홰작대기	간지	 	 	 	 	 	 	 	 	 	옷을 걸 수 있게 만든 막대
횃댓보	[명사][방언]	NNG	00_00_00	햇대보	 	활대보, 줄댓보	햇덜뽀	횟댓보	핫댓보, 홧댓보	 	 	 	 	 	 	벽보, 햇보	옷당보, 횃장보	 	 	 	 	횃대에 걸어 놓은 옷을 덮는 큰 보자기.
횃댓줄	[명사][방언]	NNG	00_00_00	 	 	 	햇댓줄	햇대줄	 	 	 	 	 	 	 	 	 	 	 	 	 	옷을 걸치기 위하여 건너질러 맨 줄.
횃불	[명사][방언]	NNG	00_00_00	 	해불	햇불	햇불	해불, 햇불, 횟불	해불, 햇불	해불	해불	 	햇불	해불, 햇불	해불, 햇불	해불	 	해불, 햇불	해불, 햇불	해불, 햇불	 	홰에 켠 불.
횅댕그렁하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	 	 	궹궹하다	 	 	 	 	 	 	 	속이 비고 넓기만 하여 허전하다.
회	[명사][방언]	NNG	13_00_00	 	 	홰	히	 	회의	호이	 	 	 	 	 	 	 	 	 	 	 	고기나 생선 따위를 날로 잘게 썰어서 먹는 음식
회갑	[명사][방언]	NNG	00_00_00	 	헤갑	헤갑	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	미존재 뜻풀이
회계하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	헤게하다, 혜게하다, 호게하다	 	 	 	 	 	미존재 뜻풀이
회답	[명사][방언]	NNG	00_00_00	 	 	헤답, 홰답, 휘답, 히답	헤답, 홰답, 휘답, 히답	헤답, 효답	효답	헤답	헤답	헤답	홰답	홰답	 	헤답, 홰답	헤답	 	 	 	 	물음이나 편지 따위에 반응함. 
회동그랗다	[형용사][방언]	VA	00_00_00	 	 	회둥그렇다	 	 	 	 	 	 	 	 	회둥그랗다	 	 	 	 	회둥그랗다, 회둥그렇다	 	놀라거나 두려워서 크게 뜬 눈이 동그랗다.
회목	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	 	홀목	 	 	 	 	 	 	 	손목이나 발목의 잘록한 부분.
회색	[명사][방언]	NNG	00_00_00	 	헤색	 	홰색, 히색	쑥떡배기	쑥떡배기	헤색	헤색	 	헤색, 홰삭, 홰색	헤색, 홰삭, 홰색	 	헤색	 	헤색	헤색, 홰삭, 홰색	홰색, 히색	 	미존재 뜻풀이
회양나무	[명사][방언]	NNG	00_00_00	도장낭그	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	'회양목'의 잘못.
회양목	[명사][방언]	NNG	00_00_00	도장목, 호양목	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	회양목과의 상록 활엽 관목
회오리	[명사][방언]	NNG	00_00_00	 	 	호드래기	호더라기, 호더락, 호더래기	 	 	 	호더라기	뭬오리	 	 	 	 	 	 	 	 	 	바람이 한곳에서 뱅뱅 돌아 물이나 검불 따위가 몰려 깔때기 모양으로 하늘 높이 오르는 현상
회오리바람	[명사][방언]	NNG	00_00_00	헤오리바람, 호라이바람	헤루바람, 홰리바람, 회로바람, 회우리바람	송소리바람, 귀신바람, 소더레바람, 소소르바람, 소스락바람, 소스르바람, 소스리바람, 소시락바람, 소시랑바람, 소시렛바람, 송스리바람, 오드락바람, 허더락바람, 헤구리바람, 헤리바람, 헤오리바람, 헤오릿바람, 혜리바람, 호두레기, 호드레기, 호리바람, 회오라바람, 회우리바람, 훼악바람, 히오리바람	기신바람, 허더락바람, 헤리바람, 헤오리바람, 호대기바람	소들래바람, 소서리바람, 소소릿바람, 소시릿바람, 속소릿바람, 솔소리바람, 술래바람, 술레바람, 쌕쌕기바람, 쏙서리바람, 쏙소기바람, 쏙소리바람, 쏙소릿바람, 헤오리바람, 홰리바람	쇠소리바람, 소들래바람, 소스락바람, 소시랑바람, 쇠수리바람, 술레바람, 쏙소리바람, 회금니바람, 회우리바람, 휘오리바람	소스리바람, 소시렛바람, 헤오리바람, 호에리바람, 휘리바람, 히오리바람	속소리바람, 헤오리바람, 호에리바람, 호요리바람, 호이리바람, 호효리바람, 회류바람, 회소리바람, 회여리바람, 회효리바람, 히오리바람	대우리바름, 도껭이, 도꼬이, 도꽁이, 도꿰이, 도뀅이, 도뀅이바름, 도뀅이주제, 도뀅잇주제, 돌껭이, 두꿰이	 	 	 	 	 	헤루바람, 헤오리바람, 호에리바람	 	허더락바람	 	갑자기 생긴 저기압 주변으로 한꺼번에 모여든 공기가 나선 모양으로 일으키는 선회(旋回) 운동
회오리바람	[명사][방언]	NNG	00_00_01	 	회루바람	구신바람, 도꿍이, 도래바람, 소수리바람, 쏘시랭이, 쏠쏘리바람, 호각바람, 호더락바람, 호두락바람, 호두래기, 호두리바람, 호락바람, 호부래기바람, 호식바람, 홀때기바람, 홀때이바람, 회왜기바람, 후께바람	도꿍이, 돌바람, 호두락바람, 호두래기, 호들바람, 회악바람	소소리바람, 쏙쏘리바람	 	소소리바람, 소수리바람	소소리바람	돗궹이	홀래바람	 	 	 	 	 	 	 	 	갑자기 생긴 저기압 주변으로 한꺼번에 모여든 공기가 나선 모양으로 일으키는 선회(旋回) 운동
회오리밤	[명사][방언]	NNG	00_00_00	외동밤	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	밤송이 속에 외톨로 들어앉아 있는, 동그랗게 생긴 밤.
회의	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	홰이	 	 	 	 	미존재 뜻풀이
회의실	[명사][방언]	NNG	00_00_00	 	해이실, 홰이실	 	 	 	 	 	 	 	홰이실	해이실, 홰이실	해이실, 홰이실	 	 	해이실, 홰이실	해이실, 홰이실	 	 	여럿이 모여 의논하는 데에 쓰는 방.
회전기	[명사][방언]	NNG	00_00_00	 	 	 	회진게	 	 	호롱기	 	 	 	 	 	 	 	 	 	 	 	전동기, 발전기, 터빈 따위와 같이 운동 부분이 회전축의 둘레를 도는 기계
회초리	[명사][방언]	NNG	00_00_00	회차리, 회추리	 	매차리, 헤초리, 헤추리, 훼차리	세차리, 헤차리, 헤초리	헤처리, 회추리	매차리	초치래기, 호시래기, 호처리, 호추리, 회초래기, 히초리	호초리, 호이초리, 호찰기	훼초리, 훼추리	 	회채	매초리, 뫼초리	홰채리, 회채, 회리채	휘차리	 	 	 	헤체리	때릴 때에 쓰는 가는 나뭇가지
회충	[명사][방언]	NNG	00_00_00	거수, 거시, 꺼꾸	거수, 거시, 거우	거시, 공이, 꺼갱이	거시, 공이, 꺼갱이, 휘창, 휘충, 휘히	거시, 꺼새이, 홰벌거지	거시, 꺼새이	거시, 꺼새이	거시, 끄깽이, 회	거수에, 거수웨, 게우리	 	 	 	 	 	 	 	 	 	선형동물 쌍선충강 회충과의 돼지회충, 말회충, 회충 따위를 통틀어 이르는 말
